mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,split4_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_test_accuracy_score,split1_test_accuracy_score,split2_test_accuracy_score,split3_test_accuracy_score,split4_test_accuracy_score,mean_test_accuracy_score,std_test_accuracy_score,rank_test_accuracy_score,split0_test_matthews_corrcoef,split1_test_matthews_corrcoef,split2_test_matthews_corrcoef,split3_test_matthews_corrcoef,split4_test_matthews_corrcoef,mean_test_matthews_corrcoef,std_test_matthews_corrcoef,rank_test_matthews_corrcoef
0.24956960678100587,0.005364359243706623,0.02878913879394531,0.0010274454253402518,True,gini,10,auto,1,2,50,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.9424823410696266,0.9374379344587884,0.945635910224439,0.9517102615694165,0.9372804816859007,0.9429093858016342,0.005416512868118653,247,0.9355568117580554,0.9287733182589033,0.9383832673827021,0.9457320520067835,0.9292986425339367,0.9355488183880762,0.006272232650952282,260,0.8694633511748564,0.8564257653477347,0.8757902342905631,0.8902627697994714,0.8569370440676052,0.8697758329360461,0.01264155097107274,261
0.4766491413116455,0.005488965335933235,0.04812989234924316,0.0006001387986067811,True,gini,10,auto,1,2,100,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9439676930843008,0.9374379344587884,0.945472736368184,0.9521410579345089,0.9367469879518071,0.9431532819595179,0.00566619892305241,203,0.9372526851328434,0.9287733182589033,0.9383832673827021,0.9462973431317129,0.9287330316742082,0.935887929116074,0.006606896658065344,197,0.8728989306329688,0.8564257653477347,0.875589710010931,0.8913580655220635,0.8557679253569077,0.8704080793741212,0.013280020864661471,205
0.9450934886932373,0.006660047163348093,0.08569450378417968,0.0009531288303541094,True,gini,10,auto,1,2,200,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.943073047858942,0.9369727047146401,0.9461077844311377,0.9517102615694165,0.9366834170854271,0.9429094431319127,0.00568715785097581,246,0.9361221028829847,0.928208027133974,0.9389485585076315,0.9457320520067835,0.9287330316742082,0.9355487544411163,0.006571564496686967,265,0.8706361815668436,0.855313780920463,0.8769054863123076,0.8902627697994714,0.8557336626475102,0.8697703762493191,0.013248547732598088,265
2.3621142864227296,0.020199715087345485,0.20369277000427247,0.0038955687746971756,True,gini,10,auto,1,2,500,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.944921677614957,0.9369727047146401,0.945635910224439,0.9521410579345089,0.9362769693928751,0.943189663976284,0.005925324879041444,195,0.9383832673827021,0.928208027133974,0.9383832673827021,0.9462973431317129,0.9281674208144797,0.935887865169114,0.006919486529331208,204,0.8751830587998183,0.855313780920463,0.8757902342905631,0.8913580655220635,0.8546365139905422,0.87045633070469,0.0139085471503065,196
0.23895654678344727,0.004096067663791954,0.02856893539428711,0.000696045447324973,True,gini,10,auto,1,16,50,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 16, 'n_estimators': 50}",0.9435483870967742,0.9379652605459058,0.945581627558662,0.9531013615733737,0.9367469879518071,0.9433887249453046,0.00587701047345553,119,0.9366873940079141,0.9293386093838327,0.9383832673827021,0.9474279253815715,0.9287330316742082,0.9361140455660457,0.006839120909881378,119,0.8717742561099855,0.8576217303126799,0.8757186410185372,0.8936237020866912,0.8557679253569077,0.8709012509769604,0.013752398936946778,136
0.4703371047973633,0.00946755389343388,0.051562929153442384,0.0029553314112062256,True,gini,10,auto,1,16,100,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 16, 'n_estimators': 100}",0.944921677614957,0.9364448857994042,0.9449449449449449,0.9531013615733737,0.9367469879518071,0.9432319715768974,0.006185689761473336,184,0.9383832673827021,0.9276427360090447,0.9378179762577727,0.9474279253815715,0.9287330316742082,0.9360009873410599,0.007242032377812341,168,0.8751830587998183,0.8541182683079988,0.874410029549566,0.8936237020866912,0.8557679253569077,0.8706205968201963,0.014541302607044762,192
0.9514218807220459,0.009790453180143112,0.09014005661010742,0.00370744158555619,True,gini,10,auto,1,16,200,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 16, 'n_estimators': 200}",0.9434914228052472,0.936910084451068,0.9465801298052919,0.9531013615733737,0.9367469879518071,0.9433659973173576,0.006174363000645339,143,0.9366873940079141,0.928208027133974,0.9395138496325608,0.9474279253815715,0.9287330316742082,0.9361140455660457,0.007167646282098521,119,0.8717580863441228,0.8552314263824708,0.8780215091133158,0.8936237020866912,0.8557679253569077,0.8708805298567018,0.01443814965658238,145
2.394766616821289,0.01132343584598381,0.20874605178833008,0.006262442475700353,True,gini,10,auto,1,16,500,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 16, 'n_estimators': 500}",0.9453441295546559,0.9374379344587884,0.9460539460539461,0.9531013615733737,0.9367469879518071,0.9437368719185143,0.006069281129484093,14,0.9389485585076315,0.9287733182589033,0.9389485585076315,0.9474279253815715,0.9287330316742082,0.9365662784659893,0.007091063026127532,9,0.8763226997034482,0.8564257653477347,0.8768358543403748,0.8936237020866912,0.8557679253569077,0.8717951893670314,0.0142511964908729,14
0.23479037284851073,0.0009104904482974497,0.027878379821777342,0.0003565709581754164,True,gini,10,auto,1,64,50,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 64, 'n_estimators': 50}",0.9461499748364369,0.9381854436689931,0.943,0.9519959575543202,0.9344016024036054,0.9427465956926712,0.006126025121799218,284,0.9395138496325608,0.929903900508762,0.9355568117580554,0.9462973431317129,0.9259049773755657,0.9354353764813312,0.00715621048930262,298,0.8775484838333591,0.8584360240745039,0.8698660921333514,0.8912837366619565,0.8501184350568199,0.869450554351998,0.014404774881889295,291
0.4801649570465088,0.007276787146366716,0.04908695220947266,0.0023200280794319866,True,gini,10,auto,1,64,100,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 64, 'n_estimators': 100}",0.9450327786182552,0.9383697813121271,0.9439439439439439,0.9473150962512665,0.9351432880844646,0.9419609776420115,0.0045036048818048345,334,0.9383832673827021,0.929903900508762,0.9366873940079141,0.9412097230073487,0.9270361990950227,0.9346440968003499,0.005321907101592514,332,0.8752082193728006,0.8586519113989982,0.8721092106509363,0.8809398669750839,0.8522697458599404,0.8678357908515519,0.010686225045486572,332
